"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023174","1990-03","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.8",",X","0.9","0","0.3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","11","","2","","1","","3.9",",0,13,","0",",,0,31,+","0",",T,0,12,","2.0",",,0,12,","25.6",",0,16,","548.6","0","128.7",",0","3.5",",,,0","0",",T,,0","14.19",",0","18.02",",,,0","10.36",",,,0","","","","","","","","","270",",X","","","","","","","17.0",",X"
"USW00023174","1990-04","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.9",",X","3.4","0","2.5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","10","","1","","1","","10.6",",0,24,","0",",,0,30,+","0",",,0,30,+","4.1",",,0,04,","26.1",",0,03,","593.2","0","44.6",",0","8.6",",,,0","0",",,,0","16.93",",0","20.44",",,,0","13.41",",,,0","","","","","","","","","270",",X","","","","","","","13.9",",X"
"USW00023174","1990-05","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","4.6",",X","12.1","0","8.7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","2","","","","","","11.1",",0,01,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,28,","28.3",",0,06,","642.0","0","48.8",",0","21.1",",,,0","0",",,,0","17.04",",0","20.51",",,,0","13.56",",,,0","","","","","","","","","270",",X","","","","","","","15.4",",X"
"USW00023174","1990-06","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","4.2",",X","57.2","0","45.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","7","","1","","","","12.8",",0,01,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,15,+","32.2",",0,27,","645.9","0","3.9",",0","0.0",",T,,0","0",",,,0","19.71",",0","23.50",",,,0","15.92",",,,0","","","","","","","","","270",",X","","","","","","","18.0",",X"
"USW00023174","1990-07","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","4.0",",X","166.9","0","109.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","7","","","","","","16.1",",0,29,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","33.9",",0,12,","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","21.87",",0","25.35",",,,0","18.39",",,,0","","","","","","","","","270",",X","","","","","","","11.3",",X"
"USW00023174","1990-08","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","4.0",",X","246.8","0","79.9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","9","","","","1","","15.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","0.5",",,0,06,","26.1",",0,19,+","0.0","0","0.0",",0","0.5",",,,0","0",",,,0","20.91",",0","23.91",",,,0","17.92",",,,0","","","","","","","","","270",",X","","","","","","","13.4",",X"
"USW00023174","1990-09","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.3",",X","346.1","0","99.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","9","","1","","1","","16.1",",0,27,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,21,","32.8",",0,09,","0.0","0","0.0",",0","0.0",",T,,0","0",",,,0","21.64",",0","25.37",",,,0","17.91",",,,0","","","","","","","","","225",",X","","","","","","","10.8",",X"
"USW00023174","1990-10","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.1",",X","425.0","0","78.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","16","","6","","","","12.8",",0,29,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","34.4",",0,09,","0.5","0","0.5",",0","0.0",",,,0","0",",,,0","20.86",",0","25.78",",,,0","15.94",",,,0","","","","","","","","","225",",X","","","","","","","10.8",",X"
"USW00023174","1990-11","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.2",",X","448.0","0","23.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","10","","2","","","","7.8",",0,27,","0",",,0,30,+","0",",,0,30,+","1.5",",,0,25,","33.9",",0,10,","38.1","0","37.6",",0","2.6",",,,0","0",",,,0","17.85",",0","23.77",",,,0","11.92",",,,0","","","","","","","","","270",",X","","","","","","","18.5",",X"
"USW00023174","1990-12","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.2",",X","454.4","0","6.4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","2","","","","","","1.7",",0,23,+","0",",,0,31,+","0",",,0,31,+","0.8",",,0,19,","28.9",",0,06,","186.3","0","148.2",",0","0.8",",,,0","0",",,,0","13.76",",0","19.38",",,,0","8.15",",,,0","","","","","","","","","270",",X","","","","","","","20.0",",X"
"USW00023174","1991-01","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1.9",",X","0.6","0","0.6",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","13","","2","","","","6.7",",0,23,+","0",",,0,31,+","0",",,0,31,+","16.8",",,0,03,","26.1",",0,14,","321.4","0","135.1",",0","35.1",",,,0","0",",,,0","13.99",",0","18.60",",,,0","9.39",",,,0","","","","","","","","","360",",X","","","","","","","9.3",",X"
"USW00023174","1991-02","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2.3",",X","2.8","0","2.2",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","19","","8","","","","7.8",",0,03,","0",",,0,28,+","0",",,0,28,+","40.6",",,0,27,","27.2",",0,14,","404.0","0","82.6",",0","64.2",",,,0","0",",,,0","15.46",",0","19.86",",,,0","11.06",",,,0","","","","","","","","","360",",X","","","","","","","10.8",",X"
"USW00023174","1991-03","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.3",",X","2.8","0","0.0",",0","11",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","7","","","","4","","4.4",",0,16,","0",",,0,31,+","0",",T,0,27,","18.3",",,0,01,","21.7",",0,08,","577.0","0","173.0",",0","100.6",",,,0","0",",T,,0","12.75",",0","16.33",",,,0","9.18",",,,0","","","","","","","","","270",",X","","","","","","","13.4",",X"
"USW00023174","1991-04","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.3",",X","10.9","0","8.1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","3","","2","","","","10.0",",0,13,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,20,+","27.8",",0,28,+","652.1","0","75.1",",0","0.0",",T,,0","0",",,,0","16.10",",0","20.07",",,,0","12.13",",,,0","","","","","","","","","360",",X","","","","","","","14.4",",X"
"USW00023174","1991-05","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.4",",X","15.3","0","4.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","6","","","","","","9.4",",0,19,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,29,+","30.0",",0,05,","737.4","0","85.3",",0","0.0",",T,,0","0",",,,0","15.72",",0","19.43",",,,0","12.02",",,,0","","","","","","","","","270",",X","","","","","","","14.4",",X"
"USW00023174","1991-06","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.5",",X","22.3","0","7.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","7","","","","","","12.8",",0,07,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,28,+","25.0",",0,22,","762.8","0","25.4",",0","0.0",",T,,0","0",",,,0","17.72",",0","20.76",",,,0","14.68",",,,0","","","","","","","","","270",",X","","","","","","","10.3",",X"
"USW00023174","1991-07","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.8",",X","57.0","0","34.7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","17","","2","","","","15.0",",0,02,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,08,","24.4",",0,09,+","0.0","0","0.0",",0","4.3",",,,0","0",",,,0","19.45",",0","22.23",",,,0","16.68",",,,0","","","","","","","","","225",",X","","","","","","","12.3",",X"
"USW00023174","1991-08","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.7",",X","124.9","0","67.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","17","","1","","","","15.6",",0,30,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,15,+","34.4",",0,12,","0.0","0","0.0",",0","0.0",",T,,0","0",",,,0","20.52",",0","23.65",",,,0","17.39",",,,0","","","","","","","","","270",",X","","","","","","","10.8",",X"
"USW00023174","1991-09","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.5",",X","172.2","0","47.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","17","","4","","1","","15.0",",0,11,","0",",,0,30,+","0",",,0,30,+","2.3",",,0,28,","28.9",",0,23,","1.3","0","1.3",",0","2.3",",,,0","0",",,,0","19.87",",0","22.89",",,,0","16.84",",,,0","","","","","","","","","270",",X","","","","","","","11.3",",X"
"USW00023174","1991-10","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.2",",X","229.2","0","57.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","2",",0","17","","6","","1","","8.9",",0,31,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,26,","35.0",",0,10,","18.9","0","17.6",",0","1.5",",,,0","0",",,,0","19.60",",0","23.61",",,,0","15.59",",,,0","","","","","","","","","270",",X","","","","","","","16.4",",X"
"USW00023174","1991-11","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.3",",X","248.6","0","19.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","9","","3","","","","7.2",",0,29,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,17,","30.0",",0,12,","65.9","0","47.0",",0","0.0",",T,,0","0",",,,0","17.42",",0","22.87",",,,0","11.96",",,,0","","","","","","","","","360",",X","","","","","","","21.6",",X"
"USW00023174","1991-12","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.1",",X","249.5","0","0.9",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","15","","4","","","","6.1",",0,02,","0",",,0,31,+","0",",,0,31,+","27.2",",,0,29,","26.7",",0,14,","175.6","0","109.7",",0","72.6",",,,0","0",",,,0","14.82",",0","19.52",",,,0","10.13",",,,0","","","","","","","","","315",",X","","","","","","","19.0",",X"
"USW00023174","1992-01","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2.9",",X","2.2","0","2.2",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","9","","3","","","","5.6",",0,13,+","0",",,0,31,+","0",",,0,31,+","21.3",",,0,05,","28.3",",0,30,","291.6","0","116.0",",0","40.9",",,,0","0",",,,0","14.66",",0","20.47",",,,0","8.85",",,,0","","","","","","","","","270",",X","","","","","","","15.4",",X"
"USW00023174","1992-02","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.6",",X","9.4","0","7.2",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","10","","","","1","","9.4",",0,18,+","0",",,0,29,+","0",",,0,29,+","35.1",",,0,12,","28.3",",0,27,","366.7","0","75.1",",0","119.5",",,,0","0",",,,0","15.99",",0","20.19",",,,0","11.79",",,,0","","","","","","","","","225",",X","","","","","","","17.5",",X"
"USW00023174","1992-03","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.7",",X","9.4","0","0.0",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","8","","2","","3","","9.4",",0,07,","0",",,0,31,+","0",",,0,31,+","32.5",",,0,02,","21.7",",0,26,","467.2","0","100.5",",0","128.8",",,,0","0",",,,0","15.09",",0","18.10",",,,0","12.08",",,,0","","","","","","","","","90",",X","","","","","","","17.5",",X"
"USW00023174","1992-04","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.6",",X","35.4","0","26.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","5","","1","","1","","11.1",",0,12,","0",",,0,30,+","0",",,0,30,+","4.6",",,0,01,","27.2",",0,19,","483.1","0","15.9",",0","4.6",",,,0","0",",,,0","18.67",",0","22.48",",,,0","14.86",",,,0","","","","","","","","","270",",X","","","","","","","13.9",",X"
"USW00023174","1992-05","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.9",",X","54.4","0","19.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","9","","","","","","15.0",",0,20,+","0",",,0,31,+","0",",,0,31,+","1.0",",,0,05,","23.3",",0,12,+","483.4","0","0.3",",0","1.0",",,,0","0",",,,0","18.94",",0","21.67",",,,0","16.20",",,,0","","","","","","","","","270",",X","","","","","","","12.3",",X"
"USW00023174","1992-06","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","4.1",",X","72.3","0","17.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","11","","1","","","","13.9",",0,16,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,10,","26.1",",0,28,","486.2","0","2.8",",0","0.0",",T,,0","0",",,,0","18.84",",0","22.14",",,,0","15.54",",,,0","","","","","","","","","270",",X","","","","","","","13.9",",X"
"USW00023174","1992-07","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.8",",X","183.4","0","111.1",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","15","","4","","","","15.6",",0,01,","0",",,0,31,+","0",",,0,31,+","7.1",",,0,12,","33.3",",0,08,","0.0","0","0.0",",0","8.1",",,,0","0",",,,0","21.92",",0","25.15",",,,0","18.69",",,,0","","","","","","","","","270",",X","","","","","","","12.9",",X"
"USW00023174","1992-08","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.5",",X","319.2","0","135.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","13","","","","","","16.1",",0,31,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","30.0",",0,14,","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","22.71",",0","26.38",",,,0","19.05",",,,0","","","","","","","","","270",",X","","","","","","","12.3",",X"
"USW00023174","1992-09","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.4",",X","414.4","0","95.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","17","","4","","","","16.1",",0,19,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","32.2",",0,23,","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","21.51",",0","25.46",",,,0","17.55",",,,0","","","","","","","","","270",",X","","","","","","","11.3",",X"
"USW00023174","1992-10","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.5",",X","449.8","0","35.4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","17","","4","","1","","13.3",",0,31,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,21,","32.2",",0,23,","1.3","0","1.3",",0","12.7",",,,0","0",",,,0","19.43",",0","22.85",",,,0","16.01",",,,0","","","","","","","","","270",",X","","","","","","","14.9",",X"
"USW00023174","1992-11","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2.9",",X","466.5","0","16.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","8","","1","","","","6.7",",0,30,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","29.4",",0,03,","40.5","0","39.2",",0","0.0",",,,0","0",",,,0","17.58",",0","23.40",",,,0","11.76",",,,0","","","","","","","","","360",",X","","","","","","","17.0",",X"
"USW00023174","1992-12","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.3",",X","466.5","0","0.0",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","7","","","","1","","4.4",",0,20,","0",",,0,31,+","0",",,0,31,+","43.4",",,0,07,","23.9",",0,24,+","198.7","0","158.2",",0","105.6",",,,0","0",",,,0","13.23",",0","17.96",",,,0","8.50",",,,0","","","","","","","","","360",",X","","","","","","","15.4",",X"
"USW00023174","1993-01","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.6",",X","1.6","0","1.6",",0","15",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","19","","7","","4","","5.0",",0,04,+","0",",,0,31,+","0",",,0,31,+","82.0",",,0,06,","27.2",",0,26,","352.5","0","153.8",",0","270.0",",,,0","0",",,,0","13.42",",0","17.26",",,,0","9.59",",,,0","","","","","","","","","270",",X","","","","","","","17.0",",X"
"USW00023174","1993-02","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","4.0",",X","1.6","0","0.0",",0","10",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","8","","","","5","","6.7",",0,28,","0",",,0,28,+","0",",,0,28,+","61.5",",,0,07,","23.3",",0,04,","476.8","0","124.3",",0","139.2",",,,0","0",",,,0","13.89",",0","17.56",",,,0","10.23",",,,0","","","","","","","","","270","1,X","","","","","","","17.0","1,X"
"USW00023174","1993-03","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.7",",X","8.2","0","6.6",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","18","","3","","","","7.8",",0,01,","0",",,0,31,+","0",",,0,31,+","26.4",",,0,25,","28.3",",0,12,","561.2","0","84.4",",0","46.4",",,,0","0",",,,0","15.82",",0","19.75",",,,0","11.89",",,,0","","","","","","","","","270",",X","","","","","","","17.5",",X"
"USW00023174","1993-04","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.9",",X","13.7","0","5.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","9","","1","","","","11.1",",0,14,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","26.1",",0,03,","604.3","0","43.1",",0","0.0",",,,0","0",",,,0","17.08",",0","21.28",",,,0","12.89",",,,0","","","","","","","","","270","1,X","","","","","","","14.9","1,X"
"USW00023174","1993-05","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","4.2",",X","30.3","0","16.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","2","","","","1","","11.7",",0,05,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,23,+","30.0",",0,09,","619.0","0","14.7",",0","0.0",",T,,0","0",",,,0","18.40",",0","22.06",",,,0","14.73",",,,0","","","","","","","","","270",",X","","","","","","","12.9",",X"
"USW00023174","1993-06","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","4.0",",X","90.7","0","60.4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","14","","","","","","12.2",",0,06,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,05,","28.3",",0,23,","625.4","0","6.4",",0","18.8",",,,0","0",",,,0","20.13",",0","23.71",",,,0","16.56",",,,0","","","","","","","","","225",",X","","","","","","","12.3",",X"
"USW00023174","1993-07","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","4.2",",X","168.6","0","77.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","3","","","","","","16.7",",0,30,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,28,","25.6",",0,13,+","0.0","0","0.0",",0","0.0",",T,,0","0",",,,0","20.85",",0","23.85",",,,0","17.84",",,,0","","","","","","","","","270",",X","","","","","","","11.3",",X"
"USW00023174","1993-08","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.9",",X","245.1","0","76.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","19","","1","","","","16.1",",0,24,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","26.1",",0,03,","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","20.80",",0","24.01",",,,0","17.60",",,,0","","","","","","","","","270",",X","","","","","","","11.8",",X"
"USW00023174","1993-09","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.6",",X","311.8","0","66.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","17","","5","","","","13.9",",0,18,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,12,","29.4",",0,28,+","0.0","0","0.0",",0","0.0",",T,,0","0",",,,0","20.56",",0","24.39",",,,0","16.73",",,,0","","","","","","","","","225",",X","","","","","","","12.3",",X"
"USW00023174","1993-10","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.2",",X","372.2","0","60.4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","17","","1","","1","","13.3",",0,29,+","0",",,0,31,+","0",",,0,31,+","1.5",",,0,10,","32.2",",0,20,","2.2","0","2.2",",0","2.3",",,,0","0",",,,0","20.21",",0","24.59",",,,0","15.83",",,,0","","","","","","","","","180",",X","","","","","","","11.8",",X"
"USW00023174","1993-11","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.4",",X","383.7","0","11.5",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","11","","1","","","","8.3",",0,13,","0",",,0,30,+","0",",,0,30,+","10.4",",,0,30,","32.8",",0,02,","37.8","0","35.6",",0","23.6",",,,0","0",",,,0","17.53",",0","22.68",",,,0","12.37",",,,0","","","","","","","","","360",",X","","","","","","","18.5",",X"
"USW00023174","1993-12","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2.9",",X","386.0","0","2.3",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","10","","1","","","","5.0",",0,22,+","0",",,0,31,+","0",",,0,31,+","11.7",",,0,11,","28.9",",0,02,","153.4","0","115.6",",0","24.7",",,,0","0",",,,0","14.68",",0","20.45",",,,0","8.91",",,,0","","","","","","","","","270",",X","","","","","","","19.5",",X"
"USW00023174","1994-01","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2.9",",X","3.1","0","3.1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","10","","5","","","","5.6",",0,29,+","0",",,0,31,+","0",",,0,31,+","8.4",",,0,24,","27.8",",0,18,","257.2","0","103.8",",0","8.4",",,,0","0",",,,0","15.08",",0","21.00",",,,0","9.16",",,,0","","","","","","","","","270",",X","","","","","","","15.4",",X"
"USW00023174","1994-02","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.9",",X","3.1","0","0.0",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","10","","","","","","6.1",",0,12,","0",",,0,28,+","0",",,0,28,+","32.0",",,0,17,","23.9",",0,13,","381.8","0","124.6",",0","110.6",",,,0","0",",,,0","13.88",",0","18.42",",,,0","9.35",",,,0","","","","","","","","","360",",X","","","","","","","15.9",",X"
"USW00023174","1994-03","33.93816","-118.3866","29.7","LOS ANGELES INTERNATIONAL AIRPORT, CA US","3.7",",X","12.3","0","9.2",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14","","1","","2","","7.2",",0,25,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,24,","30.0",",0,13,","465.0","0","83.2",",0","25.7",",,,0","0",",,,0","15.94",",0","19.99",",,,0","11.89",",,,0","","","","","","","","","270",",X","","","","","","","16.4",",X"
