"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00094789","1983-07","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","349.5","0","234.9",",0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","11","","2","","5","","17.2",",0,10,+","0",",,0,31,+","0",",,0,31,+","36.6",",,0,21,","37.8",",0,16,","0.0","0","0.0",",0","93.6",",,,0","0",",,,0","25.91",",0","30.21",",,,0","21.61",",,,0","310",",X","","","","","315",",X","14.8",",X","","","","","19.0",",X"
"USW00094789","1983-08","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","551.4","0","201.9",",0","10",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","18","","1","","7","","14.4",",0,13,","0",",,0,31,+","0",",,0,31,+","86.1",",,0,28,","37.8",",0,20,","1.1","0","1.1",",0","148.4",",,,0","0",",,,0","24.81",",0","28.75",",,,0","20.86",",,,0","210",",X","","","","","225",",X","13.0",",X","","","","","19.5",",X"
"USW00094789","1983-09","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","673.3","0","121.9",",0","5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","5",",0","11","","","","1","","8.9",",0,25,","0",",,0,30,+","0",",,0,30,+","42.2",",,0,30,","36.7",",0,10,","23.2","0","22.1",",0","100.3",",,,0","0",",,,0","21.66",",0","26.21",",,,0","17.11",",,,0","210",",X","","","","","315",",X","10.3",",X","","","","","13.4",",X"
"USW00094789","1983-10","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","692.7","0","19.4",",0","9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","14","","2","","2","","2.2",",0,30,","0",",,0,31,+","0",",,0,31,+","36.6",",,0,12,","26.1",",0,04,+","151.0","0","127.8",",0","130.2",",,,0","0",",,,0","14.84",",0","18.47",",,,0","11.20",",,,0","320",",X","","","","","90",",X","11.6",",X","","","","","17.5",",X"
"USW00094789","1983-11","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","692.7","0","0.0",",0","13",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14","","5","","1","","0.6",",0,13,+","0",",,0,30,+","0",",T,0,25,","27.4",",,0,10,","19.4",",0,22,","408.5","0","257.5",",0","142.7",",,,0","0",",T,,0","9.75",",0","13.63",",,,0","5.87",",,,0","310",",X","","","","","315",",X","14.3",",X","","","","","22.1",",X"
"USW00094789","1983-12","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","","","692.7","0","0.0",",0","12",",0","8",",0","3",",0","2",",0","0",",0","0",",0","15",",0","8",",0","0",",0","0",",0","13","","3","","","","-16.7",",0,25,","25",",,0,25,+","23",",,0,24,","45.7",",,0,22,","17.2",",0,13,","909.7","0","501.2",",0","156.0",",,,0","31",",,,0","2.17",",0","5.59",",,,0","-1.25",",,,0","280",",X","","","","","180",",X","17.9",",X","","","","","27.2",",X"
"USW00094789","1984-01","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.1",",X","0.0","0","0.0",",0","11",",0","6",",0","0",",0","13",",0","5",",0","0",",0","27",",0","12",",0","0",",0","0",",0","18","","2","","","","-13.9",",0,22,+","127",",,0,21,+","76",",,0,18,","9.4",",,0,24,","10.6",",0,27,","1525.9","0","616.2",",0","40.6",",,,0","252",",,,0","-1.55",",0","1.54",",,,0","-4.63",",,,0","320","1,X","","","","","315",",X","13.0","1,X","","","","","17.0",",X"
"USW00094789","1984-02","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.7",",X","0.0","0","0.0",",0","15",",0","7",",0","1",",0","0",",0","0",",0","0",",0","10",",0","1",",0","0",",0","0",",0","17","","5","","1","","-9.4",",0,02,+","0",",,0,29,+","0",",T,0,29,+","41.1",",,0,28,","15.6",",0,24,","1932.3","0","406.4",",0","115.5",",,,0","0",",T,,0","4.32",",0","7.74",",,,0","0.90",",,,0","310",",X","","","","","315",",X","14.3",",X","","","","","20.6",",X"
"USW00094789","1984-03","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","6.8",",X","0.0","0","0.0",",0","14",",0","6",",0","2",",0","6",",0","4",",0","0",",0","12",",0","5",",0","0",",0","0",",0","14","","3","","","","-11.1",",0,12,+","178",",,0,09,","127",",,0,09,","58.4",",,0,13,","11.7",",0,20,+","2428.0","0","495.7",",0","152.3",",,,0","277",",,,0","2.34",",0","5.87",",,,0","-1.19",",,,0","60",",X","","","","","45","1,X","18.3",",X","","","","","27.2","1,X"
"USW00094789","1984-04","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.9",",X","0.0","0","0.0",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","13","","3","","1","","1.7",",0,09,","0",",,0,30,+","0",",T,0,23,","54.6",",,0,05,","23.3",",0,26,","2660.0","0","232.0",",0","147.9",",,,0","0",",T,,0","10.60",",0","14.31",",,,0","6.89",",,,0","330",",X","","","","","135",",X","13.0",",X","","","","","20.6",",X"
"USW00094789","1984-05","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.7",",X","8.1","0","8.1",",0","14",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","17","","6","","5","","7.8",",0,17,","0",",,0,31,+","0",",,0,31,+","53.8",",,0,30,","26.1",",0,24,","2737.9","0","77.9",",0","218.3",",,,0","0",",,,0","16.08",",0","19.72",",,,0","12.44",",,,0","310",",X","","","","","270",",X","13.9",",X","","","","","18.5",",X"
"USW00094789","1984-06","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.7",",X","161.2","0","153.1",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","11","","3","","3","","11.1",",0,01,","0",",,0,30,+","0",",,0,30,+","159.3",",,0,30,","35.6",",0,09,","2742.9","0","5.0",",0","233.8",",,,0","0",",,,0","23.27",",0","27.51",",,,0","19.03",",,,0","300",",X","","","","","315",",X","15.6",",X","","","","","22.1",",X"
"USW00094789","1984-07","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.6",",X","330.2","0","169.0",",0","10",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","15","","3","","6","","17.2",",0,28,+","0",",,0,31,+","0",",,0,31,+","47.2",",,0,27,","32.8",",0,24,","0.0","0","0.0",",0","169.0",",,,0","0",",,,0","23.78",",0","27.17",",,,0","20.40",",,,0","220",",X","","","","","225",",X","17.9",",X","","","","","24.2",",X"
"USW00094789","1984-08","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","3.9",",X","545.9","0","215.7",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","18","","","","6","","16.1",",0,21,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,03,","33.3",",0,16,","0.0","0","0.0",",0","37.2",",,,0","0",",,,0","25.29",",0","28.72",",,,0","21.86",",,,0","200",",X","","","","","180",",X","9.4",",X","","","","","14.4",",X"
"USW00094789","1984-09","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","3.7",",X","602.9","0","57.0",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","10","","","","1","","7.2",",0,28,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,03,","28.9",",0,03,","39.5","0","39.5",",0","51.4",",,,0","0",",,,0","18.92",",0","23.46",",,,0","14.37",",,,0","310",",X","","","","","315",",X","11.6",",X","","","","","13.9",",X"
"USW00094789","1984-10","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","3.4",",X","614.3","0","11.4",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","15","","4","","1","","3.9",",0,07,+","0",",,0,31,+","0",",,0,31,+","18.0",",,0,22,","26.1",",0,20,","107.5","0","68.0",",0","48.5",",,,0","0",",,,0","16.51",",0","20.32",",,,0","12.69",",,,0","20",",X","","","","","45",",X","9.4",",X","","","","","14.9",",X"
"USW00094789","1984-11","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.4",",X","614.6","0","0.3",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","1",",0","0",",0","9","","1","","","","-2.8",",0,20,","0",",,0,30,+","0",",T,0,13,","29.2",",,0,11,","21.7",",0,05,","400.8","0","293.3",",0","62.8",",,,0","0",",T,,0","8.57",",0","12.86",",,,0","4.28",",,,0","280",",X","","","","","225",",X","14.3",",X","","","","","21.1",",X"
"USW00094789","1984-12","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.9",",X","614.6","0","0.0",",0","13",",0","6",",0","0",",0","2",",0","2",",0","0",",0","8",",0","0",",0","0",",0","0",",0","17","","3","","","","-2.2",",0,07,","51",",,0,28,","81",",,0,27,","20.6",",,0,06,","18.3",",0,29,","764.1","0","363.3",",0","74.7",",,,0","139",",,,0","6.61",",0","10.49",",,,0","2.74",",,,0","280",",X","","","","","","","13.4",",X","","","","","",""
"USW00094789","1985-01","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","6.3",",X","0.0","0","0.0",",0","11",",0","4",",0","0",",0","10",",0","4",",0","1",",0","28",",0","11",",0","0",",0","0",",0","9","","1","","","","-18.9",",0,21,","102",",,0,18,","150",",,0,17,","8.9",",,0,17,","13.9",",0,02,","1388.1","0","624.0",",0","27.1",",,,0","315",",,,0","-1.80",",0","1.77",",,,0","-5.37",",,,0","280",",X","","","","","360",",X","15.6",",X","","","","","20.0",",X"
"USW00094789","1985-02","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.7",",X","0.0","0","0.0",",0","7",",0","5",",0","1",",0","10",",0","3",",0","0",",0","21",",0","7",",0","0",",0","0",",0","8","","","","","","-11.1",",0,08,","203",",,0,07,+","89",",,0,05,","26.4",",,0,12,","17.8",",0,25,","1858.8","0","470.7",",0","54.2",",,,0","229",",,,0","1.52",",0","5.19",",,,0","-2.15",",,,0","90",",X","","","","","315",",X","17.9",",X","","","","","26.7",",X"
"USW00094789","1985-03","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","6.0",",X","0.0","0","0.0",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","2",",0","0",",0","8","","2","","","","-6.1",",0,07,","0",",,0,31,+","10",",,0,04,","21.1",",,0,12,","25.0",",0,29,","2201.2","0","342.4",",0","55.1",",,,0","10",",,,0","7.29",",0","12.28",",,,0","2.30",",,,0","280",",X","","","","","270",",X","15.6",",X","","","","","21.6",",X"
"USW00094789","1985-04","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.3",",X","5.0","0","5.0",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","7",",0","0",",0","12","","3","","3","","-1.7",",0,10,","0",",,0,30,+","0",",T,0,02,","23.6",",,0,19,","28.9",",0,26,+","2386.8","0","185.6",",0","53.8",",,,0","0",",T,,0","12.32",",0","16.82",",,,0","7.81",",,,0","180",",X","","","","","180",",X","13.9",",X","","","","","20.6",",X"
"USW00094789","1985-05","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.1",",X","27.4","0","22.4",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","14","","2","","2","","5.6",",0,09,","0",",,0,31,+","0",",,0,31,+","40.6",",,0,03,","30.0",",0,27,","2441.5","0","54.7",",0","121.1",",,,0","0",",,,0","17.29",",0","21.74",",,,0","12.85",",,,0","190",",X","","","","","360",",X","13.0",",X","","","","","18.0",",X"
"USW00094789","1985-06","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.8",",X","95.0","0","67.6",",0","12",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","12","","","","4","","11.7",",0,15,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,05,","31.7",",0,10,","2452.9","0","11.4",",0","115.8",",,,0","0",",,,0","20.21",",0","24.21",",,,0","16.20",",,,0","270",",X","","","","","225",",X","12.5",",X","","","","","15.9",",X"
"USW00094789","1985-07","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.2",",X","263.4","0","168.4",",0","12",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","16","","2","","6","","14.4",",0,24,+","0",",,0,31,+","0",",,0,31,+","35.6",",,0,26,","32.8",",0,20,","0.3","0","0.3",",0","66.8",",,,0","0",",,,0","23.75",",0","27.91",",,,0","19.60",",,,0","190",",X","","","","","225",",X","11.6",",X","","","","","18.5",",X"
"USW00094789","1985-08","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","3.9",",X","417.0","0","153.6",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","14","","","","5","","15.0",",0,31,+","0",",,0,31,+","0",",,0,31,+","17.5",",,0,25,","32.2",",0,15,","0.3","0","0.0",",0","45.8",",,,0","0",",,,0","23.29",",0","27.16",",,,0","19.41",",,,0","220",",X","","","","","360",",X","9.8",",X","","","","","13.9",",X"
"USW00094789","1985-09","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.1",",X","502.5","0","85.5",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","13","","","","2","","9.4",",0,13,","0",",,0,30,+","0",",,0,30,+","63.0",",,0,27,","33.9",",0,04,","16.0","0","15.7",",0","83.7",",,,0","0",",,,0","20.66",",0","25.27",",,,0","16.06",",,,0","280","1,X","","","","","270",",X","20.6","1,X","","","","","25.7",",X"
"USW00094789","1985-10","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.3",",X","509.5","0","7.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","12","","3","","","","2.2",",0,30,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,03,","25.0",",0,10,","137.5","0","121.5",",0","23.7",",,,0","0",",,,0","14.64",",0","19.25",",,,0","10.03",",,,0","330",",X","","","","","270",",X","9.4",",X","","","","","14.9",",X"
"USW00094789","1985-11","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.5",",X","509.5","0","0.0",",0","15",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","17","","2","","","","1.1",",0,26,+","0",",,0,30,+","0",",T,0,26,+","47.0",",,0,16,","22.8",",0,20,","386.2","0","248.7",",0","169.6",",,,0","0",",T,,0","10.05",",0","13.42",",,,0","6.67",",,,0","80",",X","","","","","","","13.0",",X","","","","","",""
"USW00094789","1985-12","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.4",",X","509.5","0","0.0",",0","9",",0","4",",0","0",",0","1",",0","1",",0","0",",0","23",",0","5",",0","0",",0","0",",0","8","","2","","","","-10.0",",0,26,","25",",,0,23,","38",",,0,06,","6.4",",,0,06,","13.3",",0,02,","920.8","0","534.6",",0","22.1",",,,0","71",",,,0","1.09",",0","4.62",",,,0","-2.44",",,,0","280",",X","","","","","270",",X","13.4",",X","","","","","20.0",",X"
"USW00094789","1986-01","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.7",",X","0.0","0","0.0",",0","10",",0","7",",0","1",",0","2",",0","1",",0","0",",0","25",",0","7",",0","0",",0","0",",0","11","","3","","","","-13.9",",0,15,","76",",,0,28,","48",",,0,28,","50.3",",,0,26,","15.0",",0,18,","1466.8","0","546.0",",0","98.1",",,,0","76",",,,0","0.72",",0","4.91",",,,0","-3.46",",,,0","270",",X","","","","","270",",X","13.0",",X","","","","","19.0",",X"
"USW00094789","1986-02","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.8",",X","0.0","0","0.0",",0","16",",0","7",",0","0",",0","11",",0","3",",0","0",",0","21",",0","6",",0","0",",0","0",",0","17","","1","","","","-7.8",",0,26,+","127",",,0,08,","150",",,0,07,","23.4",",,0,18,","9.4",",0,02,","1982.7","0","515.9",",0","76.7",",,,0","344",",,,0","-0.09",",0","2.91",",,,0","-3.09",",,,0","310",",X","","","","","315",",X","13.0",",X","","","","","17.0",",X"
"USW00094789","1986-03","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.5",",X","0.0","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","14",",0","1",",0","1",",0","0",",0","8","","","","1","","-10.0",",0,08,","0",",,0,31,+","0",",T,0,07,","20.8",",,0,14,","23.3",",0,31,","2369.0","0","386.3",",0","51.9",",,,0","0",",T,,0","5.87",",0","10.83",",,,0","0.92",",,,0","290",",X","","","","","180",",X","15.6",",X","","","","","20.0",",X"
"USW00094789","1986-04","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.2",",X","0.0","0","0.0",",0","15",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","17","","4","","","","1.1",",0,23,","0",",,0,30,+","0",",T,0,23,+","36.8",",,0,16,","23.9",",0,30,","2586.2","0","217.2",",0","101.4",",,,0","0",",T,,0","11.09",",0","15.46",",,,0","6.72",",,,0","40",",X","","","","","90",",X","12.5",",X","","","","","19.5",",X"
"USW00094789","1986-05","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.0",",X","43.3","0","43.3",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","2",",0","12","","3","","5","","6.1",",0,04,+","0",",,0,31,+","0",",,0,31,+","15.0",",,0,22,","32.8",",0,31,","2658.2","0","72.0",",0","27.9",",,,0","0",",,,0","17.41",",0","22.57",",,,0","12.25",",,,0","180",",X","","","","","315",",X","11.2",",X","","","","","16.4",",X"
"USW00094789","1986-06","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.5",",X","135.7","0","92.4",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","12","","2","","2","","8.9",",0,03,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,12,","33.3",",0,23,","2667.7","0","9.5",",0","40.9",",,,0","0",",,,0","21.10",",0","25.84",",,,0","16.35",",,,0","280",",X","","","","","315",",X","13.0",",X","","","","","18.5",",X"
"USW00094789","1986-07","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.4",",X","312.7","0","177.0",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","16","","1","","5","","15.0",",0,04,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,26,","37.2",",0,07,","0.0","0","0.0",",0","120.7",",,,0","0",",,,0","24.04",",0","27.80",",,,0","20.29",",,,0","280",",X","","","","","270",",X","14.3",",X","","","","","18.5",",X"
"USW00094789","1986-08","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.9",",X","453.9","0","141.2",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","14","","","","6","","11.7",",0,29,+","0",",,0,31,+","0",",,0,31,+","29.0",",,0,21,","31.1",",0,09,","4.7","0","4.7",",0","94.0",",,,0","0",",,,0","22.74",",0","26.40",",,,0","19.07",",,,0","300",",X","","","","","315",",X","11.6",",X","","","","","18.5",",X"
"USW00094789","1986-09","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.7",",X","502.5","0","48.6",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","14","","","","3","","9.4",",0,17,","0",",,0,30,+","0",",,0,30,+","15.0",",,0,05,","28.9",",0,30,+","26.1","0","21.4",",0","44.5",",,,0","0",",,,0","19.24",",0","23.24",",,,0","15.24",",,,0","320",",X","","","","","315",",X","13.4",",X","","","","","18.0",",X"
"USW00094789","1986-10","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.6",",X","516.9","0","14.4",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","10","","2","","","","2.8",",0,31,","0",",,0,31,+","0",",,0,31,+","12.4",",,0,14,","29.4",",0,01,","182.1","0","156.0",",0","38.4",",,,0","0",",,,0","13.76",",0","18.04",",,,0","9.49",",,,0","300",",X","","","","","315",",X","14.3",",X","","","","","22.1",",X"
"USW00094789","1986-11","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.1",",X","516.9","0","0.0",",0","13",",0","12",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","0",",0","0",",0","14","","2","","2","","-4.4",",0,14,","0",",,0,30,+","10",",,0,19,","26.2",",,0,26,","20.6",",0,09,","511.9","0","329.8",",0","163.3",",,,0","10",",,,0","7.34",",0","11.37",",,,0","3.30",",,,0","30",",X","","","","","45",",X","15.6",",X","","","","","20.6",",X"
"USW00094789","1986-12","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.4",",X","516.9","0","0.0",",0","11",",0","8",",0","3",",0","0",",0","0",",0","0",",0","9",",0","0",",0","0",",0","0",",0","11","","2","","","","-6.1",",0,14,+","0",",,0,31,+","10",",,0,09,","38.6",",,0,25,","14.4",",0,03,","949.6","0","437.7",",0","171.1",",,,0","26",",,,0","4.21",",0","7.35",",,,0","1.08",",,,0","90",",X","","","","","90",",X","15.6",",X","","","","","24.7",",X"
"USW00094789","1987-01","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","6.4",",X","0.0","0","0.0",",0","10",",0","8",",0","1",",0","8",",0","2",",0","0",",0","23",",0","6",",0","0",",0","0",",0","12","","","","","","-11.7",",0,25,","152",",,0,23,","193",",,0,22,","40.1",",,0,02,","12.2",",0,15,","1511.0","0","561.4",",0","142.9",",,,0","302",",,,0","0.22",",0","3.13",",,,0","-2.68",",,,0","300",",X","","","","","315",",X","18.3",",X","","","","","21.1",",X"
"USW00094789","1987-02","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","6.1",",X","0.0","0","0.0",",0","4",",0","3",",0","0",",0","6",",0","2",",0","0",",0","28",",0","4",",0","0",",0","0",",0","4","","","","","","-13.9",",0,15,","127",",,0,23,","155",",,0,23,","16.3",",,0,23,","11.1",",0,03,","2016.9","0","505.9",",0","25.8",",,,0","201",",,,0","0.27",",0","4.26",",,,0","-3.73",",,,0","340",",X","","","","","360",",X","17.4",",X","","","","","25.2",",X"
"USW00094789","1987-03","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.6",",X","0.0","0","0.0",",0","11",",0","5",",0","2",",0","1",",0","1",",0","0",",0","13",",0","1",",0","2",",0","0",",0","8","","2","","1","","-8.9",",0,10,","51",",,0,13,","38",",,0,12,","27.4",",,0,01,","22.2",",0,08,","2390.2","0","373.3",",0","82.8",",,,0","51",",,,0","6.29",",0","10.71",",,,0","1.87",",,,0","180",",X","","","","","180",",X","17.4",",X","","","","","24.2",",X"
"USW00094789","1987-04","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","5.5",",X","0.0","0","0.0",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17","","2","","2","","0.6",",0,01,","0",",,0,30,+","0",",,0,30,+","34.5",",,0,04,","22.8",",0,20,","2619.0","0","228.8",",0","120.3",",,,0","0",",,,0","10.71",",0","14.68",",,,0","6.73",",,,0","310",",X","","","","","90",",X","14.3",",X","","","","","22.6",",X"
"USW00094789","1987-05","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.6",",X","34.1","0","34.1",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","2",",0","12","","1","","3","","3.9",",0,14,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,04,","35.0",",0,29,","2738.4","0","119.4",",0","43.3",",,,0","0",",,,0","15.58",",0","20.20",",,,0","10.96",",,,0","30",",X","","","","","360",",X","10.7",",X","","","","","31.9",",X"
"USW00094789","1987-06","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","4.6",",X","141.9","0","107.8",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","15","","5","","4","","13.9",",0,10,+","0",",,0,30,+","0",",,0,30,+","40.4",",,0,04,","33.3",",0,15,","2745.4","0","7.0",",0","107.3",",,,0","0",",,,0","21.69",",0","25.79",",,,0","17.59",",,,0","280",",X","","","","","270",",X","11.6",",X","","","","","20.6",",X"
"USW00094789","1987-07","40.63915","-73.7639","2.7","JFK INTERNATIONAL AIRPORT, NY US","3.9",",X","334.9","0","193.0",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","16","","1","","8","","16.7",",0,16,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,08,","35.0",",0,21,","0.0","0","0.0",",0","94.1",",,,0","0",",,,0","24.56",",0","28.25",",,,0","20.86",",,,0","320",",X","","","","","315",",X","12.5",",X","","","","","18.5",",X"
