STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
USW00012839,1983-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1971.8,0,229,",0",13,",0",7,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",1,,,,3,,18.9,",0,27,",0,",,0,31,+",0,",,0,31,+",27.2,",,0,23,",31.7,",0,12,",0,0,0,",0",89.4,",,,0",71.6,",X",0,",,,0",25.72,",0",29.26,",,,0",22.18,",,,0",15402,",X",50,",X",,,,,45,",X",8,",X",,,,,14.4,",X"
USW00012839,1983-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2098.5,0,126.7,",0",11,",0",7,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",0,",0",3,,1,,2,,11.7,",0,17,",0,",,0,30,+",0,",,0,30,+",20.8,",,0,01,",29.4,",0,28,+",2.2,0,2.2,",0",51.1,",,,0",68.7,",X",0,",,,0",22.48,",0",26.72,",,,0",18.24,",,,0",13482,",X",90,",X",,,,,90,",X",12.5,",X",,,,,14.9,",X"
USW00012839,1983-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2218.8,0,120.3,",0",9,",0",9,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,",0",9,,1,,5,,0.6,",0,26,",0,",,0,31,+",0,",,0,31,+",22.1,",,0,10,",30,",0,06,",41.3,0,39.1,",0",106.4,",,,0",61.3,",X",0,",,,0",20.95,",0",25.2,",,,0",16.71,",,,0",12024,",X",360,",X",,,,,315,",X",11.6,",X",,,,,13.9,",X"
USW00012839,1984-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.4,",X",65.9,0,65.9,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,",0",11,,2,,,,6.7,",0,01,",0,",,0,31,+",0,",,0,31,+",2.3,",,0,21,",31.1,",0,27,",73.8,0,32.5,",0",4.6,",,,0",,,0,",,,0",19.41,",0",24.39,",,,0",14.44,",,,0",13379,",X",60,",X",,,,,90,",X",10.3,",X",,,,,14.4,",X"
USW00012839,1984-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.8,",X",144.6,0,78.7,",0",9,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,",0",4,,2,,1,,6.7,",0,07,",0,",,0,29,+",0,",,0,29,+",4.8,",,0,21,",28.9,",0,20,+",95.1,0,21.3,",0",17.7,",,,0",,,0,",,,0",20.31,",0",24.73,",,,0",15.89,",,,0",10920,",X",120,",X",,,,,315,",X",9.8,",X",,,,,15.9,",X"
USW00012839,1984-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.8,",X",248.2,0,103.6,",0",6,",0",2,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",2,,1,,3,,6.7,",0,01,",0,",,0,31,+",0,",,0,31,+",78,",,0,13,",31.7,",0,27,+",105.7,0,10.6,",0",155.5,",,,0",,,0,",,,0",21.33,",0",26.19,",,,0",16.47,",,,0",17647,",X",260,",X",,,,,180,",X",13.4,",X",,,,,20.6,",X"
USW00012839,1984-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.1,",X",383.8,0,135.6,",0",7,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",5,,,,4,,12.8,",0,18,",0,",,0,30,+",0,",,0,30,+",79.5,",,0,13,",30.6,",0,10,",105.7,0,0,",0",114.6,",,,0",,,0,",,,0",22.85,",0",27.37,",,,0",18.34,",,,0",14826,",X",260,",X",,,,,315,",X",11.6,",X",,,,,24.7,",X"
USW00012839,1984-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.5,",X",591.1,0,207.3,",0",12,",0",11,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",1,",0",4,,,,10,,17.8,",0,12,",0,",,0,31,+",0,",,0,31,+",105.4,",,0,28,",32.8,",0,04,",105.7,0,0,",0",277.1,",,,0",,,0,",,,0",25.02,",0",28.82,",,,0",21.22,",,,0",13835,",X",30,",X",,,,,360,",X",14.3,",X",,,,,20.6,",X"
USW00012839,1984-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3,",X",837.9,0,246.8,",0",12,",0",9,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",8,",0",2,,,,8,,15.6,",0,03,",0,",,0,30,+",0,",,0,30,+",73.4,",,0,16,",34.4,",0,25,",105.7,0,0,",0",184,",,,0",,,0,",,,0",26.56,",0",30.5,",,,0",22.62,",,,0",17485,",X",300,",X",,,,,315,",X",11.6,",X",,,,,15.4,",X"
USW00012839,1984-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.2,",X",1128.4,0,290.5,",0",20,",0",12,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",12,",0",2,,,,16,,21.7,",0,25,",0,",,0,31,+",0,",,0,31,+",29.7,",,0,22,",32.2,",0,31,+",0,0,0,",0",187.5,",,,0",,,0,",,,0",27.7,",0",31.35,",,,0",24.05,",,,0",17551,",X",130,",X",,,,,225,",X",12.5,",X",,,,,17,",X"
USW00012839,1984-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.1,",X",1431.2,0,302.8,",0",18,",0",7,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",18,",0",,,,,18,,21.1,",0,11,",0,",,0,31,+",0,",,0,31,+",59.7,",,0,11,",35.6,",0,11,",0,0,0,",0",138.4,",,,0",,,0,",,,0",28.1,",0",32.19,",,,0",24.02,",,,0",16144,",X",360,",X",,,,,45,",X",15.6,",X",,,,,17.5,",X"
USW00012839,1984-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.8,",X",1682.2,0,251,",0",21,",0",16,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",5,",0",2,,,,9,,20.6,",0,11,",0,",,0,30,+",0,",,0,30,+",62.7,",,0,19,",32.2,",0,16,+",0,0,0,",0",265.5,",,,0",,,0,",,,0",26.7,",0",30.34,",,,0",23.06,",,,0",11605,",X",90,",X",,,,,90,",X",13,",X",,,,,15.9,",X"
USW00012839,1984-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",5.2,",X",1909,0,226.8,",0",13,",0",9,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",8,,,,,,18.3,",0,14,",0,",,0,31,+",0,",,0,31,+",11.2,",,0,27,+",30.6,",0,15,+",0,0,0,",0",60,",,,0",,,0,",,,0",25.65,",0",29.19,",,,0",22.11,",,,0",13909,",X",70,",X",,,,,45,",X",10.7,",X",,,,,15.4,",X"
USW00012839,1984-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.9,",X",2023.8,0,114.8,",0",10,",0",7,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",0,",0",10,,1,,2,,9.4,",0,13,",0,",,0,30,+",0,",,0,30,+",40.4,",,0,21,",30,",0,05,",6.1,0,6.1,",0",102.6,",,,0",,,0,",,,0",21.96,",0",26,",,,0",17.91,",,,0",12405,",X",320,",X",,,,,315,",X",11.6,",X",,,,,15.4,",X"
USW00012839,1984-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.9,",X",2139,0,115.2,",0",6,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",4,,3,,1,,7.2,",0,07,",0,",,0,31,+",0,",,0,31,+",6.1,",,0,26,",28.9,",0,06,",17.2,0,11.1,",0",17.8,",,,0",,,0,",,,0",21.69,",0",25.96,",,,0",17.42,",,,0",13544,",X",70,",X",,,,,135,",X",11.2,",X",,,,,15.4,",X"
USW00012839,1985-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",5,",X",28.6,0,28.6,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",22,",0",0,",0",4,,,,,,-1.1,",0,22,",0,",,0,31,+",0,",,0,31,+",3.8,",,0,04,",27.8,",0,03,",96,0,78.8,",0",8.8,",,,0",,,0,",,,0",16.71,",0",22.63,",,,0",10.8,",,,0",15498,",X",250,",X",,,,,360,",X",11.2,",X",,,,,15.9,",X"
USW00012839,1985-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",5.5,",X",117.4,0,88.8,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",23,",0",0,",0",4,,,,,,5.6,",0,16,+",0,",,0,28,+",0,",,0,28,+",0.8,",,0,11,",30.6,",0,06,",131.5,0,35.5,",0",1.6,",,,0",,,0,",,,0",20.23,",0",25.03,",,,0",15.44,",,,0",14720,",X",280,",X",,,,,270,",X",13.9,",X",,,,,18.5,",X"
USW00012839,1985-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.6,",X",249.5,0,132.1,",0",5,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",5,,1,,2,,11.1,",0,19,",0,",,0,31,+",0,",,0,31,+",15,",,0,22,",30.6,",0,02,",134,0,2.5,",0",34.4,",,,0",,,0,",,,0",22.51,",0",26.97,",,,0",18.05,",,,0",17103,",X",260,",X",,,,,315,",X",13,",X",,,,,18,",X"
USW00012839,1985-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.6,",X",403.6,0,154.1,",0",7,",0",6,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",2,",0",12,,2,,3,,11.7,",0,03,",0,",,0,30,+",0,",,0,30,+",29,",,0,15,",32.8,",0,29,+",135.1,0,1.1,",0",83.2,",,,0",,,0,",,,0",23.43,",0",27.92,",,,0",18.94,",,,0",15080,",X",140,",X",,,,,180,",X",10.3,",X",,,,,17.5,",X"
USW00012839,1985-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.8,",X",646.9,0,243.3,",0",6,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",13,",0",8,,,,6,,17.8,",0,08,",0,",,0,31,+",0,",,0,31,+",43.9,",,0,25,",34.4,",0,16,+",135.1,0,0,",0",81.1,",,,0",,,0,",,,0",26.18,",0",31.28,",,,0",21.08,",,,0",16442,",X",340,",X",,,,,315,",X",14.3,",X",,,,,19,",X"
USW00012839,1985-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.9,",X",936.4,0,289.5,",0",14,",0",10,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",19,",0",4,,,,8,,21.7,",0,25,+",0,",,0,30,+",0,",,0,30,+",48.8,",,0,25,",36.7,",0,04,",135.1,0,0,",0",160.9,",,,0",,,0,",,,0",27.98,",0",32.34,",,,0",23.62,",,,0",15653,",X",190,",X",,,,,270,",X",10.7,",X",,,,,16.4,",X"
USW00012839,1985-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.5,",X",1212,0,275.6,",0",18,",0",15,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",14,",0",2,,2,,16,,20.6,",0,20,+",0,",,0,31,+",0,",,0,31,+",69.3,",,0,23,",35,",0,09,",0,0,0,",0",285.3,",,,0",,,0,",,,0",27.22,",0",31.38,",,,0",23.07,",,,0",13249,",X",210,",X",,,,,225,",X",13,",X",,,,,18.5,",X"
USW00012839,1985-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.4,",X",1512.2,0,300.2,",0",18,",0",15,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",18,",0",,,,,19,,20.6,",0,03,",0,",,0,31,+",0,",,0,31,+",82.6,",,0,09,",33.3,",0,20,+",0,0,0,",0",301.6,",,,0",,,0,",,,0",28.02,",0",32.03,",,,0",24,",,,0",19329,",X",140,",X",,,,,135,",X",17,",X",,,,,22.6,",X"
USW00012839,1985-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.8,",X",1772.5,0,260.3,",0",16,",0",12,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",4,",0",1,,,,12,,20.6,",0,18,",0,",,0,30,+",0,",,0,30,+",66,",,0,18,",32.8,",0,22,",0,0,0,",0",218.2,",,,0",,,0,",,,0",27.01,",0",30.77,",,,0",23.24,",,,0",15108,",X",50,",X",,,,,45,",X",15.6,",X",,,,,19,",X"
USW00012839,1985-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.7,",X",2038.5,0,266,",0",17,",0",10,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",1,,,,10,,21.1,",0,29,+",0,",,0,31,+",0,",,0,31,+",32.3,",,0,06,",31.7,",0,13,+",0,0,0,",0",131.4,",,,0",,,0,",,,0",26.91,",0",30.61,",,,0",23.22,",,,0",12887,",X",100,",X",,,,,90,",X",12.5,",X",,,,,15.4,",X"
USW00012839,1985-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",5.4,",X",2216.6,0,178.1,",0",10,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",1,,1,,1,,11.7,",0,06,",0,",,0,30,+",0,",,0,30,+",10.2,",,0,04,",30.6,",0,03,+",1.7,0,1.7,",0",35,",,,0",,,0,",,,0",24.22,",0",27.94,",,,0",20.49,",,,0",12274,",X",70,",X",,,,,90,",X",17,",X",,,,,21.6,",X"
USW00012839,1985-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.6,",X",2277.1,0,60.5,",0",10,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",25,",0",0,",0",8,,2,,,,3.3,",0,26,",0,",,0,31,+",0,",,0,31,+",30,",,0,05,",28.9,",0,13,+",46.4,0,44.7,",0",88.2,",,,0",,,0,",,,0",18.84,",0",23.54,",,,0",14.15,",,,0",13022,",X",310,",X",,,,,270,",X",10.7,",X",,,,,16.4,",X"
USW00012839,1986-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.7,",X",46.1,0,46.1,",0",8,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",25,",0",0,",0",8,,2,,,,2.2,",0,28,",0,",,0,31,+",0,",,0,31,+",48.8,",,0,08,",27.8,",0,01,",89.7,0,43.3,",0",128.2,",,,0",,,0,",,,0",18.42,",0",23.57,",,,0",13.28,",,,0",15687,",X",300,",X",,,,,315,",X",14.3,",X",,,,,20,",X"
USW00012839,1986-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.6,",X",126.8,0,80.7,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",0,",0",5,,,,2,,7.8,",0,27,",0,",,0,28,+",0,",,0,28,+",21.3,",,0,18,",29.4,",0,23,+",103,0,13.3,",0",43.7,",,,0",,,0,",,,0",20.74,",0",26.22,",,,0",15.26,",,,0",15936,",X",210,",X",,,,,315,",X",10.3,",X",,,,,15.4,",X"
USW00012839,1986-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",5.6,",X",220.6,0,93.8,",0",13,",0",12,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",0,",0",2,,,,7,,3.9,",0,02,",0,",,0,31,+",0,",,0,31,+",65,",,0,30,",29.4,",0,20,+",134.4,0,31.4,",0",268.6,",,,0",,,0,",,,0",20.35,",0",25.07,",,,0",15.63,",,,0",16797,",X",20,",X",,,,,315,",X",14.3,",X",,,,,19,",X"
USW00012839,1986-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.3,",X",331,0,110.4,",0",2,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",1,",0",1,,,,1,,12.8,",0,12,",0,",,0,30,+",0,",,0,30,+",14.5,",,0,13,",33.3,",0,29,",134.4,0,0,",0",18.1,",,,0",,,0,",,,0",22.01,",0",27.6,",,,0",16.43,",,,0",18930,",X",270,",X",,,,,270,",X",9.8,",X",,,,,13.4,",X"
USW00012839,1986-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.7,",X",545.8,0,214.8,",0",10,",0",8,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",1,",0",1,,,,8,,16.7,",0,02,",0,",,0,31,+",0,",,0,31,+",99.1,",,0,21,",32.2,",0,09,",134.4,0,0,",0",209.3,",,,0",,,0,",,,0",25.26,",0",29.03,",,,0",21.5,",,,0",21707,",X",190,",X",,,,,270,",X",15.6,",X",,,,,18.5,",X"
USW00012839,1986-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.3,",X",817.1,0,271.3,",0",16,",0",8,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",7,",0",,,,,17,,22.2,",0,21,+",0,",,0,30,+",0,",,0,30,+",64.5,",,0,15,",33.3,",0,21,",134.4,0,0,",0",230.2,",,,0",,,0,",,,0",27.38,",0",31.17,",,,0",23.58,",,,0",17782,",X",130,",X",,,,,135,",X",13,",X",,,,,14.4,",X"
USW00012839,1986-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.5,",X",1127.7,0,310.6,",0",18,",0",13,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",21,",0",1,,,,17,,22.8,",0,14,+",0,",,0,31,+",0,",,0,31,+",30.5,",,0,02,",35,",0,31,+",0,0,0,",0",198.4,",,,0",,,0,",,,0",28.35,",0",32.55,",,,0",24.15,",,,0",18279,",X",180,",X",,,,,360,",X",14.3,",X",,,,,18.5,",X"
USW00012839,1986-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4,",X",1446.1,0,318.4,",0",21,",0",18,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",26,",0",,,,,22,,23.3,",0,26,+",0,",,0,31,+",0,",,0,31,+",46,",,0,17,",33.9,",0,24,",0,0,0,",0",195,",,,0",,,0,",,,0",28.6,",0",32.44,",,,0",24.77,",,,0",17775,",X",220,",X",,,,,90,",X",11.6,",X",,,,,16.4,",X"
USW00012839,1986-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.7,",X",1750.7,0,304.6,",0",13,",0",10,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",24,",0",,,,,12,,22.2,",0,09,",0,",,0,30,+",0,",,0,30,+",21.1,",,0,03,",33.9,",0,05,+",0,0,0,",0",111.3,",,,0",,,0,",,,0",28.49,",0",32.44,",,,0",24.53,",,,0",17647,",X",250,",X",,,,,180,",X",14.3,",X",,,,,17.5,",X"
USW00012839,1986-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.9,",X",2014.6,0,263.9,",0",11,",0",6,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",12,",0",3,,,,2,,18.9,",0,22,",0,",,0,31,+",0,",,0,31,+",30.5,",,0,27,",33.3,",0,07,+",0,0,0,",0",100.6,",,,0",,,0,",,,0",26.85,",0",31.02,",,,0",22.67,",,,0",18194,",X",340,",X",,,,,360,",X",10.7,",X",,,,,15.9,",X"
USW00012839,1986-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.3,",X",2252.9,0,238.3,",0",15,",0",10,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",4,,,,,,20,",0,20,",0,",,0,30,+",0,",,0,30,+",34.8,",,0,14,",31.7,",0,19,",0,0,0,",0",120.7,",,,0",,,0,",,,0",26.28,",0",29.8,",,,0",22.75,",,,0",15487,",X",40,",X",,,,,45,",X",13,",X",,,,,18,",X"
USW00012839,1986-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.2,",X",2400.2,0,147.3,",0",10,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",9,,,,1,,15,",0,22,",0,",,0,31,+",0,",,0,31,+",16.5,",,0,24,",30.6,",0,12,",0,0,0,",0",56.3,",,,0",,,0,",,,0",23.08,",0",26.79,",,,0",19.37,",,,0",10642,",X",230,",X",,,,,225,",X",12.5,",X",,,,,16.4,",X"
USW00012839,1987-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.4,",X",65.7,0,65.7,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",0,",0",6,,,,,,5,",0,28,",0,",,0,31,+",0,",,0,31,+",13.7,",,0,01,",31.1,",0,19,",48,0,48,",0",22.2,",,,0",,,0,",,,0",18.9,",0",24.53,",,,0",13.28,",,,0",15125,",X",280,",X",,,,,225,",X",13.4,",X",,,,,20,",X"
USW00012839,1987-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.6,",X",165.3,0,99.6,",0",8,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,",0",7,,1,,,,7.8,",0,01,",0,",,0,28,+",0,",,0,28,+",41.9,",,0,05,",30.6,",0,22,",57.5,0,9.5,",0",66.7,",,,0",,,0,",,,0",21.55,",0",25.78,",,,0",17.33,",,,0",11238,",X",130,",X",,,,,225,",X",12.5,",X",,,,,17.5,",X"
USW00012839,1987-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",5.5,",X",287.4,0,122.1,",0",7,",0",7,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",5,,,,5,,11.1,",0,31,+",0,",,0,31,+",0,",,0,31,+",27.7,",,0,07,",30,",0,29,",61.4,0,3.9,",0",97,",,,0",,,0,",,,0",22.14,",0",26.29,",,,0",18,",,,0",14289,",X",110,",X",,,,,135,",X",13.9,",X",,,,,22.6,",X"
USW00012839,1987-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.5,",X",396.4,0,109,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",3,",0",4,,,,,,8.9,",0,06,+",0,",,0,30,+",0,",,0,30,+",6.4,",,0,15,",32.2,",0,29,+",76.6,0,15.2,",0",9.7,",,,0",,,0,",,,0",21.46,",0",27.11,",,,0",15.8,",,,0",19049,",X",160,",X",,,,,180,",X",11.6,",X",,,,,15.9,",X"
USW00012839,1987-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.8,",X",631.4,0,235,",0",14,",0",6,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",3,,,,5,,16.1,",0,01,",0,",,0,31,+",0,",,0,31,+",33.8,",,0,13,",31.1,",0,08,+",76.6,0,0,",0",126.7,",,,0",,,0,",,,0",25.91,",0",29.53,",,,0",22.3,",,,0",19985,",X",30,",X",,,,,45,",X",10.3,",X",,,,,15.9,",X"
USW00012839,1987-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4.8,",X",950.2,0,318.8,",0",10,",0",7,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",16,",0",,,,,5,,22.2,",0,27,",0,",,0,30,+",0,",,0,30,+",92.2,",,0,27,",36.1,",0,25,+",76.6,0,0,",0",139.3,",,,0",,,0,",,,0",28.96,",0",32.55,",,,0",25.37,",,,0",19917,",X",80,",X",,,,,315,",X",11.2,",X",,,,,13.9,",X"
USW00012839,1987-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4,",X",1280.9,0,330.7,",0",18,",0",14,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",23,",0",2,,,,18,,22.8,",0,29,+",0,",,0,31,+",0,",,0,31,+",47.8,",,0,14,",35.6,",0,13,",0,0,0,",0",131.5,",,,0",,,0,",,,0",29,",0",32.66,",,,0",25.34,",,,0",19660,",X",150,",X",,,,,315,",X",12.5,",X",,,,,22.1,",X"
USW00012839,1987-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",4,",X",1632.5,0,351.6,",0",12,",0",7,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",30,",0",1,,,,8,,22.8,",0,13,",0,",,0,31,+",0,",,0,31,+",22.6,",,0,10,",36.7,",0,09,",0,0,0,",0",82.4,",,,0",,,0,",,,0",29.67,",0",33.63,",,,0",25.72,",,,0",20011,",X",20,",X",,,,,360,",X",11.2,",X",,,,,14.9,",X"
USW00012839,1987-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",3.2,",X",1942.4,0,309.9,",0",17,",0",12,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",21,",0",2,,,,15,,22.8,",0,29,",0,",,0,30,+",0,",,0,30,+",60.5,",,0,23,",36.1,",0,08,",0,0,0,",0",258.4,",,,0",,,0,",,,0",28.66,",0",32.87,",,,0",24.46,",,,0",16556,",X",210,",X",,,,,45,",X",13.4,",X",,,,,17.5,",X"
